1170,148,1223,227
20,136,48,177
1121,209,1238,343
1066,208,1238,472
966,67,1009,155
990,96,1043,189
1099,191,1177,296
189,108,259,251
693,82,761,166
271,102,316,170
312,101,395,186
38,132,70,197
1031,71,1083,184
751,89,824,217
777,550,1122,719
398,64,453,192
517,80,601,218
1099,124,1164,214
985,181,1108,403
